Degree,Specialization,state_abbr,12percentage,Specialization_Degree,Performance_Bin,Performance_Specialization,Degree_State,12percentage_normalized
B.Tech/B.E.,electronics and communication engineering, SA,0.36474993796386135,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ SA,0.36474993796386135
B.Tech/B.E.,computer engineering, NSW,0.6498905908096281,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NSW,0.6498905908096281
B.Tech/B.E.,computer engineering, VIC,0.6733515306007355,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ VIC,0.6733515306007355
B.Tech/B.E.,electronics and communication engineering, WA,0.5307812041778522,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ WA,0.5307812041778522
M.Tech./M.E.,computer science & engineering, NSW,0.6174062126373255,computer science & engineering_M.Tech./M.E.,70-80,70-80_computer science & engineering,M.Tech./M.E._ NSW,0.6174062126373255
B.Tech/B.E.,electronics and communication engineering, QLD,0.27451555415190987,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ QLD,0.27451555415190987
B.Tech/B.E.,electronics and communication engineering, ACT,0.23842180062712914,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ ACT,0.23842180062712914
B.Tech/B.E.,chemical engineering, QLD,0.7148593471542334,chemical engineering_B.Tech/B.E.,80-100,80-100_chemical engineering,B.Tech/B.E._ QLD,0.7148593471542334
B.Tech/B.E.,electronics and electrical engineering, QLD,0.6318437140472378,electronics and electrical engineering_B.Tech/B.E.,70-80,70-80_electronics and electrical engineering,B.Tech/B.E._ QLD,0.6318437140472378
B.Tech/B.E.,electronics and communication engineering, VIC,0.9242031175979607,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.9242031175979607
B.Tech/B.E.,information technology, NT,0.3918202531074467,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ NT,0.3918202531074467
B.Tech/B.E.,electronics and communication engineering, QLD,0.584921834465023,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ QLD,0.584921834465023
B.Tech/B.E.,computer engineering, SA,0.5632655823501546,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ SA,0.5632655823501546
B.Tech/B.E.,electronics and communication engineering, VIC,0.6643280922195401,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ VIC,0.6643280922195401
B.Tech/B.E.,electronics and communication engineering, SA,0.7015046583500643,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ SA,0.7015046583500643
MCA,computer application, VIC,0.6282343386947596,computer application_MCA,70-80,70-80_computer application,MCA_ VIC,0.6282343386947596
B.Tech/B.E.,information technology, WA,0.33948431049651495,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ WA,0.33948431049651495
B.Tech/B.E.,biotechnology, VIC,0.39001556543120774,biotechnology_B.Tech/B.E.,60-70,60-70_biotechnology,B.Tech/B.E._ VIC,0.39001556543120774
B.Tech/B.E.,electronics and communication engineering, NSW,0.8213359200523359,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.8213359200523359
B.Tech/B.E.,electronics and communication engineering, WA,0.45498432177581283,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.45498432177581283
B.Tech/B.E.,information technology, WA,0.581312459112545,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ WA,0.581312459112545
B.Tech/B.E.,information technology, SA,0.5654312075616416,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ SA,0.5654312075616416
B.Tech/B.E.,electronics and communication engineering, SA,0.36474993796386135,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ SA,0.36474993796386135
B.Tech/B.E.,electronics and communication engineering, TAS,0.6282343386947596,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.6282343386947596
B.Tech/B.E.,electronics and electrical engineering, NSW,0.7195515351124545,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ NSW,0.7195515351124545
B.Tech/B.E.,computer science & engineering, TAS,0.5524374562927205,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ TAS,0.5524374562927205
B.Tech/B.E.,computer science & engineering, QLD,0.3827968147262516,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.3827968147262516
B.Tech/B.E.,computer science & engineering, ACT,0.7870468542037946,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ ACT,0.7870468542037946
MCA,computer application, VIC,0.23842180062712914,computer application_MCA,50-60,50-60_computer application,MCA_ VIC,0.23842180062712914
B.Tech/B.E.,computer science & engineering, VIC,0.45137494642333464,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ VIC,0.45137494642333464
B.Tech/B.E.,information technology, ACT,0.6850820004962891,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ ACT,0.6850820004962891
B.Tech/B.E.,computer engineering, NT,0.7798281034988382,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ NT,0.7798281034988382
B.Tech/B.E.,computer science & engineering, QLD,0.8700624873107897,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ QLD,0.8700624873107897
B.Tech/B.E.,electronics & telecommunications, TAS,0.5185093279794265,electronics & telecommunications_B.Tech/B.E.,70-80,70-80_electronics & telecommunications,B.Tech/B.E._ TAS,0.5185093279794265
B.Tech/B.E.,electronics and communication engineering, WA,0.8646484242820728,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.8646484242820728
B.Tech/B.E.,electronics and communication engineering, VIC,0.6715468429244965,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ VIC,0.6715468429244965
B.Tech/B.E.,electronics and computer engineering, WA,0.8466015475196825,electronics and computer engineering_B.Tech/B.E.,80-100,80-100_electronics and computer engineering,B.Tech/B.E._ WA,0.8466015475196825
B.Tech/B.E.,computer engineering, WA,0.7942656049087505,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ WA,0.7942656049087505
B.Tech/B.E.,computer science & engineering, TAS,0.4477655710708567,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ TAS,0.4477655710708567
B.Tech/B.E.,electronics and communication engineering, TAS,0.8068984186424238,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ TAS,0.8068984186424238
B.Tech/B.E.,information technology, VIC,0.5704843330551109,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ VIC,0.5704843330551109
B.Tech/B.E.,electrical engineering, WA,0.4369374450134226,electrical engineering_B.Tech/B.E.,60-70,60-70_electrical engineering,B.Tech/B.E._ WA,0.4369374450134226
B.Tech/B.E.,information technology, NT,0.7004218457443209,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ NT,0.7004218457443209
B.Tech/B.E.,information technology, WA,0.22939836224593402,information technology_B.Tech/B.E.,50-60,50-60_information technology,B.Tech/B.E._ WA,0.22939836224593402
MCA,computer application, QLD,0.4369374450134226,computer application_MCA,60-70,60-70_computer application,MCA_ QLD,0.4369374450134226
B.Tech/B.E.,computer engineering, ACT,0.40084369148864185,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ ACT,0.40084369148864185
B.Tech/B.E.,electronics & telecommunications, WA,0.3593358749351442,electronics & telecommunications_B.Tech/B.E.,60-70,60-70_electronics & telecommunications,B.Tech/B.E._ WA,0.3593358749351442
B.Tech/B.E.,computer science & engineering, ACT,0.5596562069976766,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.5596562069976766
MCA,computer application, NSW,0.45498432177581283,computer application_MCA,60-70,60-70_computer application,MCA_ NSW,0.45498432177581283
B.Tech/B.E.,electronics and communication engineering, NSW,0.6715468429244965,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NSW,0.6715468429244965
B.Tech/B.E.,computer science & engineering, QLD,0.40084369148864185,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.40084369148864185
B.Tech/B.E.,mechanical engineering, NT,0.5560468316451984,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ NT,0.5560468316451984
B.Tech/B.E.,information technology, NSW,0.51634370276794,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NSW,0.51634370276794
B.Tech/B.E.,information technology, TAS,0.882695301044463,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ TAS,0.882695301044463
B.Tech/B.E.,electronics and communication engineering, TAS,0.2203749238647389,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ TAS,0.2203749238647389
B.Tech/B.E.,electronics and communication engineering, NT,0.47898666786979194,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NT,0.47898666786979194
B.Tech/B.E.,computer science & engineering, WA,0.4297186943084662,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ WA,0.4297186943084662
B.Tech/B.E.,electronics and communication engineering, VIC,0.3827968147262516,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ VIC,0.3827968147262516
B.Tech/B.E.,computer science & engineering, SA,0.353921811906427,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ SA,0.353921811906427
B.Tech/B.E.,computer science & engineering, TAS,0.9223984299217217,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.9223984299217217
B.Tech/B.E.,electronics and electrical engineering, QLD,0.5993593358749353,electronics and electrical engineering_B.Tech/B.E.,70-80,70-80_electronics and electrical engineering,B.Tech/B.E._ QLD,0.5993593358749353
B.Tech/B.E.,computer engineering, NSW,0.9530781204177851,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ NSW,0.9530781204177851
B.Tech/B.E.,electronics and communication engineering, NSW,0.5632655823501546,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NSW,0.5632655823501546
B.Tech/B.E.,information technology, QLD,0.707640596449277,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ QLD,0.707640596449277
B.Tech/B.E.,information technology, VIC,0.5632655823501546,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ VIC,0.5632655823501546
B.Tech/B.E.,computer engineering, WA,0.3467030612014711,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ WA,0.3467030612014711
B.Tech/B.E.,electronics and electrical engineering, SA,0.7689999774414041,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ SA,0.7689999774414041
B.Tech/B.E.,computer engineering, WA,0.6202937129193079,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ WA,0.6202937129193079
B.Tech/B.E.,information technology, TAS,0.4369374450134226,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ TAS,0.4369374450134226
B.Tech/B.E.,computer science & engineering, ACT,0.5993593358749353,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.5993593358749353
B.Tech/B.E.,electrical engineering, NT,0.45498432177581283,electrical engineering_B.Tech/B.E.,60-70,60-70_electrical engineering,B.Tech/B.E._ NT,0.45498432177581283
B.Tech/B.E.,electrical engineering, SA,0.48801010625098706,electrical engineering_B.Tech/B.E.,60-70,60-70_electrical engineering,B.Tech/B.E._ SA,0.48801010625098706
B.Tech/B.E.,electronics and communication engineering, TAS,0.6715468429244965,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.6715468429244965
B.Tech/B.E.,information technology, NT,0.6210155879898037,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NT,0.6210155879898037
B.Tech/B.E.,computer engineering, WA,0.7726093527938821,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ WA,0.7726093527938821
B.Tech/B.E.,information technology, QLD,0.31421868302916856,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ QLD,0.31421868302916856
B.Tech/B.E.,computer engineering, WA,0.7383202869453406,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ WA,0.7383202869453406
B.Tech/B.E.,computer science & engineering, TAS,0.6787655936294527,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.6787655936294527
B.Tech/B.E.,information technology, NSW,0.3827968147262516,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ NSW,0.3827968147262516
B.Tech/B.E.,computer engineering, WA,0.8339687337860092,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ WA,0.8339687337860092
B.Tech/B.E.,computer science & engineering, WA,0.503169482731395,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ WA,0.503169482731395
B.Tech/B.E.,computer engineering, NT,0.2203749238647389,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ NT,0.2203749238647389
B.Tech/B.E.,electronics and communication engineering, QLD,0.40445306684112003,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ QLD,0.40445306684112003
B.Tech/B.E.,computer science & engineering, QLD,0.49107807530059333,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.49107807530059333
